Product Name,Printing,Rarity,Market Price
Gentle Giant,Foil,Common,$0.18
Gentle Giant,Normal,Common,$0.08
"The Mandalorian - Wherever I Go, He Goes",Foil,Legendary,$25.84
"The Mandalorian - Wherever I Go, He Goes",Normal,Legendary,$20.69
Chewbacca - Pykesbane,Foil,Rare,$1.55
Chewbacca - Pykesbane,Normal,Rare,$1.08
Mystic Reflection,Foil,Rare,$0.72
Mystic Reflection,Normal,Rare,$0.58
Sugi - Hired Guardian,Foil,Rare,$0.79
Sugi - Hired Guardian,Normal,Rare,$0.31
Second Chance,Foil,Legendary,$8.22
Second Chance,Normal,Legendary,$8.20
Midnight Repairs,Foil,Uncommon,$0.29
Midnight Repairs,Normal,Uncommon,$0.18
Moisture Farmer,Foil,Common,$0.57
Moisture Farmer,Normal,Common,$0.08
Follower of The Way,Foil,Common,$0.15
Follower of The Way,Normal,Common,$0.08
Rickety Quadjumper,Foil,Common,$0.12
Rickety Quadjumper,Normal,Common,$0.11
Val - Loyal to the End,Foil,Rare,$0.85
Val - Loyal to the End,Normal,Rare,$0.53
Embo - Stoic and Resolute,Foil,Uncommon,$0.34
Embo - Stoic and Resolute,Normal,Uncommon,$0.15
HWK-290 Freighter,Foil,Common,$0.14
HWK-290 Freighter,Normal,Common,$0.10
Wroshyr Tree Tender,Foil,Common,$0.22
Wroshyr Tree Tender,Normal,Common,$0.08
Niima Outpost Constables,Foil,Common,$0.95
Niima Outpost Constables,Normal,Common,$0.08
Survivors' Gauntlet,Foil,Rare,$1.05
Survivors' Gauntlet,Normal,Rare,$0.54
Vigilant Pursuit Craft,Foil,Common,$0.30
Vigilant Pursuit Craft,Normal,Common,$0.06
Cargo Juggernaut,Foil,Common,$2.00
Cargo Juggernaut,Normal,Common,$0.02
Fenn Rau - Protector of Concord Dawn,Foil,Uncommon,$0.83
Fenn Rau - Protector of Concord Dawn,Normal,Uncommon,$0.19
Public Enemy,Foil,Common,$0.25
Public Enemy,Normal,Common,$0.09
Foundling,Foil,Common,$0.34
Foundling,Normal,Common,$0.10
Resilient,Normal,Common,$0.27
Top Target,Foil,Uncommon,$0.17
Top Target,Normal,Uncommon,$0.14
Imprisoned,Foil,Rare,$1.25
Imprisoned,Normal,Rare,$0.55
Mandalorian Armor,Foil,Rare,$1.46
Mandalorian Armor,Normal,Rare,$1.15
Vambrace Grappleshot,Foil,Common,$0.30
Vambrace Grappleshot,Normal,Common,$0.09
Covert Strength,Foil,Common,$0.28
Covert Strength,Normal,Common,$0.08
Unexpected Escape,Foil,Uncommon,$0.97
Unexpected Escape,Normal,Uncommon,$0.21
Evidence of the Crime,Foil,Rare,$0.86
Evidence of the Crime,Normal,Rare,$0.45
Fell the Dragon,Foil,Uncommon,$0.66
Fell the Dragon,Normal,Uncommon,$0.22
Rival's Fall,Foil,Common,$0.29
Rival's Fall,Normal,Common,$0.10
Salacious Crumb - Obnoxious Pet,Foil,Uncommon,$1.29
Salacious Crumb - Obnoxious Pet,Normal,Uncommon,$0.21
Outland TIE Vanguard,Foil,Common,$0.40
Outland TIE Vanguard,Normal,Common,$0.10
Seasoned Shoretrooper,Normal,Common,$0.10
Superlaser Technician,Normal,Common,$0.41
Warbird Stowaway,Foil,Common,$0.26
Warbird Stowaway,Normal,Common,$0.13
Crosshair - Following Orders,Foil,Uncommon,$0.53
Crosshair - Following Orders,Normal,Uncommon,$0.24
Ephant Mon - Head of Security,Foil,Rare,$0.94
Ephant Mon - Head of Security,Normal,Rare,$0.38
Pirate Battle Tank,Foil,Common,$0.64
Pirate Battle Tank,Normal,Common,$0.09
Maul - Shadow Collective Visionary,Foil,Rare,$15.66
Maul - Shadow Collective Visionary,Normal,Rare,$14.35
Jabba's Rancor - Pateesa,Foil,Uncommon,$0.91
Jabba's Rancor - Pateesa,Normal,Uncommon,$0.15
Finalizer - Might of the First Order,Foil,Legendary,$7.60
Finalizer - Might of the First Order,Normal,Legendary,$6.02
Remnant Reserves,Foil,Uncommon,$0.21
Remnant Reserves,Normal,Uncommon,$0.18
Palpatine's Return,Foil,Rare,$2.07
Palpatine's Return,Normal,Rare,$1.28
Clone Deserter,Foil,Common,$0.94
Clone Deserter,Normal,Common,$0.08
Maz Kanata - Pirate Queen,Foil,Rare,$1.37
Maz Kanata - Pirate Queen,Normal,Rare,$0.76
Freetown Backup,Foil,Uncommon,$0.68
Freetown Backup,Normal,Uncommon,$0.17
Sundari Peacekeeper,Foil,Uncommon,$0.89
Sundari Peacekeeper,Normal,Uncommon,$0.20
Echo - Restored,Foil,Uncommon,$0.99
Echo - Restored,Normal,Uncommon,$0.12
Modded Cohort,Foil,Common,$0.28
Modded Cohort,Normal,Common,$0.07
Adelphi Patrol Wing,Foil,Common,$0.07
Adelphi Patrol Wing,Normal,Common,$0.08
The Marauder - Shuttling the Bad Batch,Foil,Rare,$2.19
The Marauder - Shuttling the Bad Batch,Normal,Rare,$1.86
General Rieekan - Defensive Strategist,Foil,Rare,$0.91
General Rieekan - Defensive Strategist,Normal,Rare,$0.42
Inspiring Mentor,Foil,Rare,$2.32
Inspiring Mentor,Normal,Rare,$0.62
Spark of Hope,Foil,Uncommon,$0.47
Spark of Hope,Normal,Uncommon,$0.25
Rule with Respect,Foil,Legendary,$11.50
Rule with Respect,Normal,Legendary,$6.50
Enterprising Lackeys,Foil,Rare,$0.62
Enterprising Lackeys,Normal,Rare,$0.29
Enforced Loyalty,Foil,Uncommon,$0.39
Enforced Loyalty,Normal,Uncommon,$0.17
Endless Legions,Foil,Legendary,$7.30
Endless Legions,Normal,Legendary,$5.46
Warzone Lieutenant,Foil,Common,$0.12
Warzone Lieutenant,Normal,Common,$0.06
Collections Starhopper,Foil,Common,$0.26
Collections Starhopper,Normal,Common,$0.12
Gamorrean Retainer,Foil,Common,$0.23
Gamorrean Retainer,Normal,Common,$0.07
Privateer Crew,Foil,Uncommon,$0.20
Privateer Crew,Normal,Uncommon,$0.16
Scanning Officer,Foil,Uncommon,$0.88
Scanning Officer,Normal,Uncommon,$0.23
Cobb Vanth - The Marshal,Foil,Rare,$2.92
Cobb Vanth - The Marshal,Normal,Rare,$1.51
Outlaw Corona,Foil,Common,$0.32
Outlaw Corona,Normal,Common,$0.09
Reputable Hunter,Foil,Common,$0.10
Reputable Hunter,Normal,Common,$0.07
Kihraxz Heavy Fighter,Foil,Uncommon,$0.77
Kihraxz Heavy Fighter,Normal,Uncommon,$0.21
Weequay Pirate Gang,Foil,Common,$0.21
Weequay Pirate Gang,Normal,Common,$0.11
Discerning Veteran,Foil,Common,$0.14
Discerning Veteran,Normal,Common,$0.06
Mercenary Company,Foil,Common,$0.08
Mercenary Company,Normal,Common,$0.09
Arquitens Assault Cruiser,Foil,Rare,$1.26
Arquitens Assault Cruiser,Normal,Rare,$0.94
Bounty Hunter's Quarry,Foil,Uncommon,$0.93
Bounty Hunter's Quarry,Normal,Uncommon,$0.27
Legal Authority,Foil,Rare,$1.61
Legal Authority,Normal,Rare,$0.70
Price on Your Head,Foil,Common,$1.74
Price on Your Head,Normal,Common,$0.11
The Darksaber,Foil,Legendary,$44.49
The Darksaber,Normal,Legendary,$40.61
Commission,Foil,Uncommon,$0.58
Commission,Normal,Uncommon,$0.12
Outflank,Foil,Common,$0.17
Outflank,Normal,Common,$0.09
Timely Intervention,Foil,Common,$0.69
Timely Intervention,Normal,Common,$0.09
Moment of Glory,Foil,Common,$0.18
Moment of Glory,Normal,Common,$0.08
Take Captive,Foil,Common,$0.22
Take Captive,Normal,Common,$0.11
Choose Sides,Foil,Rare,$1.01
Choose Sides,Normal,Rare,$0.58
Dengar - The Demolisher,Foil,Uncommon,$1.04
Dengar - The Demolisher,Normal,Uncommon,$0.25
Guavian Antagonizer,Foil,Common,$0.15
Guavian Antagonizer,Normal,Common,$0.08
Kylo's TIE Silencer - Ruthlessly Efficient,Foil,Legendary,$29.50
Kylo's TIE Silencer - Ruthlessly Efficient,Normal,Legendary,$29.03
Death Watch Loyalist,Foil,Common,$0.31
Death Watch Loyalist,Normal,Common,$0.07
Punishing One - Dengar's Jumpmaster,Foil,Uncommon,$1.04
Punishing One - Dengar's Jumpmaster,Normal,Uncommon,$0.29
Jango Fett - Renowned Bounty Hunter,Foil,Rare,$3.73
Jango Fett - Renowned Bounty Hunter,Normal,Rare,$2.74
Krrsantan - Muscle for Hire,Foil,Uncommon,$1.38
Krrsantan - Muscle for Hire,Normal,Uncommon,$0.22
Trandoshan Hunters,Foil,Common,$0.13
Trandoshan Hunters,Normal,Common,$0.08
Kylo Ren - Killing the Past,Foil,Legendary,$18.57
Kylo Ren - Killing the Past,Normal,Legendary,$16.73
Pre Vizsla - Power Hungry,Foil,Rare,$1.65
Pre Vizsla - Power Hungry,Normal,Rare,$0.84
Ruthlessness,Foil,Rare,$0.97
Ruthlessness,Normal,Rare,$0.77
Give In to Your Anger,Foil,Rare,$1.63
Give In to Your Anger,Normal,Rare,$0.77
Headhunting,Foil,Uncommon,$0.16
Headhunting,Normal,Uncommon,$0.13
Heroic Renegade,Foil,Common,$1.58
Heroic Renegade,Normal,Common,$0.06
Ketsu Onyo - Old Friend,Foil,Uncommon,$0.60
Ketsu Onyo - Old Friend,Normal,Uncommon,$0.24
Cassian Andor - Rebellions Are Built On Hope,Foil,Uncommon,$1.12
Cassian Andor - Rebellions Are Built On Hope,Normal,Uncommon,$0.25
Nite Owl Skirmisher,Foil,Common,$0.19
Nite Owl Skirmisher,Normal,Common,$0.11
Koska Reeves - Loyal Nite Owl,Foil,Rare,$1.67
Koska Reeves - Loyal Nite Owl,Normal,Rare,$1.22
Valiant Assault Ship,Foil,Uncommon,$0.47
Valiant Assault Ship,Normal,Uncommon,$0.12
Desperado Freighter,Foil,Common,$0.39
Desperado Freighter,Normal,Common,$0.25
Poe Dameron - Quick to Improvise,Foil,Legendary,$57.21
Poe Dameron - Quick to Improvise,Normal,Legendary,$50.67
Wrecker - Boom!,Foil,Rare,$9.26
Wrecker - Boom!,Normal,Rare,$7.87
Heroic Resolve,Foil,Rare,$1.35
Heroic Resolve,Normal,Rare,$1.13
Cripple Authority,Foil,Uncommon,$0.30
Cripple Authority,Normal,Uncommon,$0.18
Bo-Katan Kryze - Fighting For Mandalore,Foil,Uncommon,$0.50
Bo-Katan Kryze - Fighting For Mandalore,Normal,Uncommon,$0.21
Wild Rancor,Foil,Rare,$1.69
Wild Rancor,Normal,Rare,$0.47
The Chaos of War,Foil,Rare,$1.55
The Chaos of War,Normal,Rare,$1.14
Reckless Gunslinger,Foil,Common,$0.59
Reckless Gunslinger,Normal,Common,$0.06
Stolen Landspeeder,Foil,Rare,$1.07
Stolen Landspeeder,Normal,Rare,$0.57
House Kast Soldier,Foil,Common,$0.49
House Kast Soldier,Normal,Common,$0.11
Migs Mayfeld - Triggerman,Foil,Rare,$1.31
Migs Mayfeld - Triggerman,Normal,Rare,$1.02
Rhokai Gunship,Foil,Common,$0.20
Rhokai Gunship,Normal,Common,$0.09
Unlicensed Headhunter,Foil,Uncommon,$0.68
Unlicensed Headhunter,Normal,Uncommon,$0.21
Disabling Fang Fighter,Foil,Common,$0.16
Disabling Fang Fighter,Normal,Common,$0.06
Wanted Insurgents,Foil,Common,$0.14
Wanted Insurgents,Normal,Common,$0.19
Hunting Nexu,Foil,Common,$0.18
Hunting Nexu,Normal,Common,$0.06
Clan Challengers,Foil,Common,$0.22
Clan Challengers,Normal,Common,$0.08
IG-11 - I Cannot Be Captured,Foil,Uncommon,$0.55
IG-11 - I Cannot Be Captured,Normal,Uncommon,$0.24
Covetous Rivals,Foil,Common,$0.57
Covetous Rivals,Normal,Common,$0.12
Krayt Dragon,Foil,Legendary,$48.20
Krayt Dragon,Normal,Legendary,$47.12
Guild Target,Foil,Uncommon,$0.54
Guild Target,Normal,Uncommon,$0.24
Hotshot DL-44 Blaster,Foil,Rare,$5.21
Hotshot DL-44 Blaster,Normal,Rare,$4.80
Armed to the Teeth,Foil,Uncommon,$0.81
Armed to the Teeth,Normal,Uncommon,$0.15
Death Mark,Foil,Common,$0.20
Death Mark,Normal,Common,$0.09
Vambrace Flamethrower,Foil,Rare,$1.42
Vambrace Flamethrower,Normal,Rare,$1.53
Daring Raid,Foil,Common,$0.56
Daring Raid,Normal,Common,$0.09
Desperate Attack,Foil,Common,$0.23
Desperate Attack,Normal,Common,$0.09
Detention Block Rescue,Foil,Common,$0.15
Detention Block Rescue,Normal,Common,$0.09
Pillage,Foil,Common,$0.53
Pillage,Normal,Common,$0.09
Bravado,Foil,Uncommon,$0.31
Bravado,Normal,Uncommon,$0.18
Kintan Intimidator,Foil,Common,$0.18
Kintan Intimidator,Normal,Common,$0.08
Bazine Netal - Spy for the First Order,Foil,Rare,$4.40
Bazine Netal - Spy for the First Order,Normal,Rare,$4.01
Doctor Evazan - Wanted on Twelve Systems,Foil,Rare,$1.99
Doctor Evazan - Wanted on Twelve Systems,Normal,Rare,$1.40
Hunter of the Haxion Brood,Foil,Common,$0.16
Hunter of the Haxion Brood,Normal,Common,$0.07
Lurking TIE Phantom,Foil,Uncommon,$0.50
Lurking TIE Phantom,Normal,Uncommon,$0.26
4-LOM - Bounty Hunter for Hire,Foil,Uncommon,$1.54
4-LOM - Bounty Hunter for Hire,Normal,Uncommon,$0.29
Slaver's Freighter,Normal,Common,$0.06
Zuckuss - Bounty Hunter for Hire,Foil,Uncommon,$1.76
Zuckuss - Bounty Hunter for Hire,Normal,Uncommon,$0.19
Xanadu Blood - Cad Bane's Reward,Foil,Rare,$2.53
Xanadu Blood - Cad Bane's Reward,Normal,Rare,$1.47
Dryden Vos - Offering No Escape,Foil,Legendary,$14.50
Dryden Vos - Offering No Escape,Normal,Legendary,$11.61
Frozen in Carbonite,Foil,Uncommon,$0.76
Frozen in Carbonite,Normal,Uncommon,$0.26
Triple Dark Raid,Foil,Rare,$3.95
Triple Dark Raid,Normal,Rare,$4.24
Cartel Turncoat,Foil,Common,$0.07
Cartel Turncoat,Normal,Common,$0.10
L3-37 - Droid Revolutionary,Foil,Uncommon,$0.34
L3-37 - Droid Revolutionary,Normal,Uncommon,$0.18
Omega - Part of the Squad,Foil,Rare,$0.99
Omega - Part of the Squad,Normal,Rare,$0.53
Coruscant Dissident,Foil,Uncommon,$0.42
Coruscant Dissident,Normal,Uncommon,$0.18
Liberated Slaves,Foil,Common,$0.18
Liberated Slaves,Normal,Common,$0.06
Principled Outlaw,Foil,Common,$0.26
Principled Outlaw,Normal,Common,$0.09
Qi'ra - Playing Her Part,Foil,Rare,$1.92
Qi'ra - Playing Her Part,Normal,Rare,$1.03
Zorii Bliss - Valiant Smuggler,Foil,Rare,$1.01
Zorii Bliss - Valiant Smuggler,Normal,Rare,$0.51
Millennium Falcon - Lando's Pride,Foil,Uncommon,$0.76
Millennium Falcon - Lando's Pride,Normal,Uncommon,$0.20
Let the Wookiee Win,Foil,Rare,$1.08
Let the Wookiee Win,Normal,Rare,$0.66
Spare the Target,Foil,Uncommon,$0.31
Spare the Target,Normal,Uncommon,$0.15
A New Adventure,Foil,Uncommon,$0.96
A New Adventure,Normal,Uncommon,$0.16
Final Showdown,Foil,Legendary,$8.61
Final Showdown,Normal,Legendary,$8.11
Criminal Muscle,Foil,Common,$0.16
Criminal Muscle,Normal,Common,$0.04
Cloud-Rider,Foil,Common,$0.16
Cloud-Rider,Normal,Common,$0.08
Fugitive Wookiee,Foil,Common,$1.43
Fugitive Wookiee,Normal,Common,$0.07
Privateer Scyk,Foil,Common,$0.20
Privateer Scyk,Normal,Common,$0.09
DJ - Blatant Thief,Foil,Legendary,$15.53
DJ - Blatant Thief,Normal,Legendary,$14.84
Frontier Trader,Foil,Common,$0.11
Frontier Trader,Normal,Common,$0.07
Smuggler's Starfighter,Foil,Common,$0.55
Smuggler's Starfighter,Normal,Common,$0.08
Chain Code Collector,Foil,Common,$0.06
Chain Code Collector,Normal,Common,$0.06
Tobias Beckett - I Trust No One,Foil,Rare,$2.14
Tobias Beckett - I Trust No One,Normal,Rare,$0.74
Resourceful Pursuers,Foil,Common,$0.24
Resourceful Pursuers,Normal,Common,$0.23
Enfys Nest - Marauder,Foil,Uncommon,$0.56
Enfys Nest - Marauder,Normal,Uncommon,$0.14
Fennec Shand - Loyal Sharpshooter,Foil,Uncommon,$0.92
Fennec Shand - Loyal Sharpshooter,Normal,Uncommon,$0.19
Wanted,Foil,Common,$0.49
Wanted,Normal,Common,$0.07
Enticing Reward,Foil,Uncommon,$0.30
Enticing Reward,Normal,Uncommon,$0.22
Boba Fett's Armor,Foil,Rare,$3.65
Boba Fett's Armor,Normal,Rare,$3.07
Jetpack,Foil,Uncommon,$0.79
Jetpack,Normal,Uncommon,$0.23
Unrefusable Offer,Foil,Rare,$0.94
Unrefusable Offer,Normal,Rare,$0.62
Look the Other Way,Foil,Common,$0.13
Look the Other Way,Normal,Common,$0.07
Bounty Posting,Foil,Uncommon,$1.17
Bounty Posting,Normal,Uncommon,$0.18
Ma Klounkee,Foil,Common,$0.42
Ma Klounkee,Normal,Common,$0.11
Swoop Down,Foil,Rare,$2.94
Swoop Down,Normal,Rare,$2.66
Surprise Strike,Foil,Common,$0.15
Surprise Strike,Normal,Common,$0.04
Relentless Pursuit,Foil,Common,$0.52
Relentless Pursuit,Normal,Common,$0.10
Evacuate,Foil,Legendary,$11.92
Evacuate,Normal,Legendary,$11.25
Ruthless Assassin,Foil,Common,$0.25
Ruthless Assassin,Normal,Common,$0.11
Black Sun Starfighter,Foil,Common,$0.22
Black Sun Starfighter,Normal,Common,$0.11
Toro Calican - Ambitious Upstart,Foil,Uncommon,$0.21
Toro Calican - Ambitious Upstart,Normal,Uncommon,$0.19
Hutt's Henchmen,Foil,Common,$0.18
Hutt's Henchmen,Normal,Common,$0.10
Kragan Gorr - Warbird Captain,Foil,Rare,$0.63
Kragan Gorr - Warbird Captain,Normal,Rare,$0.45
Altering the Deal,Foil,Rare,$0.86
Altering the Deal,Normal,Rare,$0.50
No Bargain,Foil,Common,$0.14
No Bargain,Normal,Common,$0.06
Grey Squadron Y-Wing,Foil,Common,$0.24
Grey Squadron Y-Wing,Normal,Common,$0.06
Protector of the Throne,Foil,Common,$0.36
Protector of the Throne,Normal,Common,$0.11
Tech - Source of Insight,Foil,Rare,$2.84
Tech - Source of Insight,Normal,Rare,$2.50
Wookiee Warrior,Foil,Common,$0.14
Wookiee Warrior,Normal,Common,$0.07
Tarfful - Kashyyyk Chieftain,Foil,Rare,$1.20
Tarfful - Kashyyyk Chieftain,Normal,Rare,$1.01
Smuggler's Aid,Foil,Common,$0.09
Smuggler's Aid,Normal,Common,$0.09
This Is The Way,Foil,Uncommon,$0.23
This Is The Way,Normal,Uncommon,$0.16
Bounty Guild Initiate,Foil,Common,$0.14
Bounty Guild Initiate,Normal,Common,$0.10
Lady Proxima - White Worm Matriarch,Foil,Uncommon,$0.69
Lady Proxima - White Worm Matriarch,Normal,Uncommon,$0.28
Mercenary Gunship,Foil,Uncommon,$0.37
Mercenary Gunship,Normal,Uncommon,$0.12
Underworld Thug,Foil,Common,$0.07
Underworld Thug,Normal,Common,$0.03
Mandalorian Warrior,Foil,Common,$0.65
Mandalorian Warrior,Normal,Common,$0.10
Twin Pod Cloud Car,Foil,Common,$0.18
Twin Pod Cloud Car,Normal,Common,$0.06
Street Gang Recruiter,Foil,Common,$0.19
Street Gang Recruiter,Normal,Common,$0.17
Rich Reward,Foil,Common,$0.21
Rich Reward,Normal,Common,$0.10
Gar Saxon - Viceroy of Mandalore (Showcase),Foil,Common,$252.23
Qi'ra - I Alone Survived (Showcase),Foil,Rare,$351.29
Finn - This is a Rescue (Showcase),Foil,Rare,$189.72
Rey - More Than a Scavenger (Showcase),Foil,Common,$472.50
Hondo Ohnaka - That's Good Business (Showcase),Foil,Common,$293.64
Jabba the Hutt - His High Exaltedness (Showcase),Foil,Rare,$471.23
Boba Fett - Daimyo (Showcase),Foil,Common,$417.33
Hunter - Outcast Sergeant (Showcase),Foil,Rare,$218.90
Bossk - Hunting His Prey (Showcase),Foil,Common,$359.80
Kylo Ren - Rash and Deadly (Showcase),Foil,Rare,$455.02
Bo-Katan Kryze - Princess in Exile (Showcase),Foil,Rare,$374.69
Han Solo - Worth the Risk (Showcase),Foil,Common,$372.68
Cad Bane - He Who Needs No Introduction (Showcase),Foil,Common,$413.84
Doctor Aphra - Rapacious Archaeologist (Showcase),Foil,Rare,$213.98
Fennec Shand - Honoring the Deal (Showcase),Foil,Common,$279.00
Lando Calrissian - With Impeccable Taste (Showcase),Foil,Rare,$376.32
Gar Saxon - Viceroy of Mandalore (Hyperspace),Normal,Common,$0.28
Qi'ra - I Alone Survived (Hyperspace),Normal,Rare,$1.25
Finn - This is a Rescue (Hyperspace),Normal,Rare,$0.87
Rey - More Than a Scavenger (Hyperspace),Normal,Common,$0.25
Hondo Ohnaka - That's Good Business (Hyperspace),Normal,Common,$0.26
Jabba the Hutt - His High Exaltedness (Hyperspace),Normal,Rare,$2.37
Boba Fett - Daimyo (Hyperspace),Normal,Common,$0.26
Hunter - Outcast Sergeant (Hyperspace),Normal,Rare,$1.03
Bossk - Hunting His Prey (Hyperspace),Normal,Common,$0.26
Kylo Ren - Rash and Deadly (Hyperspace),Normal,Rare,$1.45
Bo-Katan Kryze - Princess in Exile (Hyperspace),Normal,Rare,$0.97
Han Solo - Worth the Risk (Hyperspace),Normal,Common,$0.22
Cad Bane - He Who Needs No Introduction (Hyperspace),Normal,Common,$0.22
Doctor Aphra - Rapacious Archaeologist (Hyperspace),Normal,Rare,$0.80
Fennec Shand - Honoring the Deal (Hyperspace),Normal,Common,$0.29
Lando Calrissian - With Impeccable Taste (Hyperspace),Normal,Rare,$0.85
Remnant Science Facility // Experience (Hyperspace),Normal,Common,$0.46
Remnant Science Facility // Shield (Hyperspace),Normal,Common,$0.18
Remote Village // Experience (Hyperspace),Normal,Common,$0.47
Remote Village // Shield (Hyperspace),Normal,Common,$0.26
Maz Kanata's Castle // Experience (Hyperspace),Normal,Common,$0.28
Maz Kanata's Castle // Shield (Hyperspace),Normal,Common,$0.26
Nevarro City // Experience (Hyperspace),Normal,Common,$0.40
Nevarro City // Shield (Hyperspace),Normal,Common,$0.45
Death Watch Hideout // Experience (Hyperspace),Normal,Common,$0.16
Death Watch Hideout // Shield (Hyperspace),Normal,Common,$0.45
Spice Mines // Experience (Hyperspace),Normal,Common,$0.25
Spice Mines // Shield (Hyperspace),Normal,Common,$0.23
Coronet City // Experience (Hyperspace),Normal,Common,$0.49
Coronet City // Shield (Hyperspace),Normal,Common,$0.37
Jabba's Palace // Experience (Hyperspace),Normal,Common,$0.21
Jabba's Palace // Shield (Hyperspace),Normal,Common,$0.48
Hylobon Enforcer (Hyperspace),Foil,Common,$1.23
Hylobon Enforcer (Hyperspace),Normal,Common,$0.84
Doctor Pershing - Experimenting With Life (Hyperspace),Foil,Rare,$19.54
Doctor Pershing - Experimenting With Life (Hyperspace),Normal,Rare,$4.14
Pyke Sentinel (Hyperspace),Foil,Common,$2.39
Pyke Sentinel (Hyperspace),Normal,Common,$0.38
The Client - Dictated by Discretion (Hyperspace),Foil,Uncommon,$5.66
The Client - Dictated by Discretion (Hyperspace),Normal,Uncommon,$2.61
Lom Pyke - Dealer in Truths (Hyperspace),Foil,Rare,$13.77
Lom Pyke - Dealer in Truths (Hyperspace),Normal,Rare,$7.83
Synara San - Loyal to Kragan (Hyperspace),Foil,Uncommon,$0.93
Synara San - Loyal to Kragan (Hyperspace),Normal,Uncommon,$0.90
Supercommando Squad (Hyperspace),Foil,Common,$1.64
Supercommando Squad (Hyperspace),Normal,Common,$0.43
Clan Saxon Gauntlet (Hyperspace),Foil,Uncommon,$1.55
Clan Saxon Gauntlet (Hyperspace),Normal,Uncommon,$1.19
First Light - Headquarters of the Crimson Dawn (Hyperspace),Foil,Rare,$20.99
First Light - Headquarters of the Crimson Dawn (Hyperspace),Normal,Rare,$9.93
Supreme Leader Snoke - Shadow Ruler (Hyperspace),Foil,Legendary,$58.36
Supreme Leader Snoke - Shadow Ruler (Hyperspace),Normal,Legendary,$33.40
