Product Name,Printing,Rarity,Market Price
Echo - Restored,Foil,Uncommon,$0.99
Modded Cohort,Foil,Common,$0.26
Adelphi Patrol Wing,Foil,Common,$0.10
The Marauder - Shuttling the Bad Batch,Foil,Rare,$2.01
General Rieekan - Defensive Strategist,Foil,Rare,$0.88
Inspiring Mentor,Foil,Rare,$2.24
Spark of Hope,Foil,Uncommon,$0.44
Rule with Respect,Foil,Legendary,$10.61
Enterprising Lackeys,Foil,Rare,$0.56
Enforced Loyalty,Foil,Uncommon,$0.42
Endless Legions,Foil,Legendary,$7.28
Warzone Lieutenant,Foil,Common,$0.12
Collections Starhopper,Foil,Common,$0.26
Gamorrean Retainer,Foil,Common,$0.22
Privateer Crew,Foil,Uncommon,$0.20
Scanning Officer,Foil,Uncommon,$0.88
Cobb Vanth - The Marshal,Foil,Rare,$2.58
Outlaw Corona,Foil,Common,$0.27
Reputable Hunter,Foil,Common,$0.08
Kihraxz Heavy Fighter,Foil,Uncommon,$0.77
Weequay Pirate Gang,Foil,Common,$0.21
Discerning Veteran,Foil,Common,$0.32
Mercenary Company,Foil,Common,$0.06
Arquitens Assault Cruiser,Foil,Rare,$1.14
Bounty Hunter's Quarry,Foil,Uncommon,$0.93
Legal Authority,Foil,Rare,$1.51
Price on Your Head,Foil,Common,$1.74
The Darksaber,Foil,Legendary,$44.41
Commission,Foil,Uncommon,$0.58
Outflank,Foil,Common,$0.17
Timely Intervention,Foil,Common,$0.66
Moment of Glory,Foil,Common,$0.18
Take Captive,Foil,Common,$0.18
Choose Sides,Foil,Rare,$1.01
Dengar - The Demolisher,Foil,Uncommon,$1.04
Guavian Antagonizer,Foil,Common,$0.15
Kylo's TIE Silencer - Ruthlessly Efficient,Foil,Legendary,$29.79
Death Watch Loyalist,Foil,Common,$0.30
Punishing One - Dengar's Jumpmaster,Foil,Uncommon,$0.91
Jango Fett - Renowned Bounty Hunter,Foil,Rare,$3.81
Krrsantan - Muscle for Hire,Foil,Uncommon,$1.38
Trandoshan Hunters,Foil,Common,$0.11
Kylo Ren - Killing the Past,Foil,Legendary,$18.51
Pre Vizsla - Power Hungry,Foil,Rare,$1.52
Ruthlessness,Foil,Rare,$0.97
Give In to Your Anger,Foil,Rare,$1.51
Headhunting,Foil,Uncommon,$0.16
Heroic Renegade,Foil,Common,$0.85
Ketsu Onyo - Old Friend,Foil,Uncommon,$0.55
Cassian Andor - Rebellions Are Built On Hope,Foil,Uncommon,$0.95
Nite Owl Skirmisher,Foil,Common,$0.20
Koska Reeves - Loyal Nite Owl,Foil,Rare,$1.69
Valiant Assault Ship,Foil,Uncommon,$0.47
Desperado Freighter,Foil,Common,$0.20
Poe Dameron - Quick to Improvise,Foil,Legendary,$57.64
Wrecker - Boom!,Foil,Rare,$9.16
Heroic Resolve,Foil,Rare,$1.25
Cripple Authority,Foil,Uncommon,$0.26
Bo-Katan Kryze - Fighting For Mandalore,Foil,Uncommon,$0.49
Wild Rancor,Foil,Rare,$1.49
The Chaos of War,Foil,Rare,$1.47
Reckless Gunslinger,Foil,Common,$0.59
Stolen Landspeeder,Foil,Rare,$1.06
House Kast Soldier,Foil,Common,$0.38
Migs Mayfeld - Triggerman,Foil,Rare,$1.30
Rhokai Gunship,Foil,Common,$0.18
Unlicensed Headhunter,Foil,Uncommon,$0.68
Disabling Fang Fighter,Foil,Common,$0.14
Wanted Insurgents,Foil,Common,$0.14
Hunting Nexu,Foil,Common,$0.17
Clan Challengers,Foil,Common,$0.22
IG-11 - I Cannot Be Captured,Foil,Uncommon,$0.55
Covetous Rivals,Foil,Common,$0.28
Krayt Dragon,Foil,Legendary,$49.24
Guild Target,Foil,Uncommon,$0.50
Hotshot DL-44 Blaster,Foil,Rare,$5.08
Armed to the Teeth,Foil,Uncommon,$0.70
Death Mark,Foil,Common,$0.20
Vambrace Flamethrower,Foil,Rare,$1.66
Daring Raid,Foil,Common,$0.51
Desperate Attack,Foil,Common,$0.23
Detention Block Rescue,Foil,Common,$0.12
Pillage,Foil,Common,$0.53
Bravado,Foil,Uncommon,$0.31
Kintan Intimidator,Foil,Common,$0.18
Bazine Netal - Spy for the First Order,Foil,Rare,$4.32
Doctor Evazan - Wanted on Twelve Systems,Foil,Rare,$1.94
Hunter of the Haxion Brood,Foil,Common,$0.16
Lurking TIE Phantom,Foil,Uncommon,$0.51
4-LOM - Bounty Hunter for Hire,Foil,Uncommon,$1.48
Slaver's Freighter,Foil,Common,$0.05
Zuckuss - Bounty Hunter for Hire,Foil,Uncommon,$1.60
Xanadu Blood - Cad Bane's Reward,Foil,Rare,$2.48
Dryden Vos - Offering No Escape,Foil,Legendary,$13.32
Frozen in Carbonite,Foil,Uncommon,$0.69
Triple Dark Raid,Foil,Rare,$4.26
Cartel Turncoat,Foil,Common,$0.07
L3-37 - Droid Revolutionary,Foil,Uncommon,$0.34
Omega - Part of the Squad,Foil,Rare,$1.00
Coruscant Dissident,Foil,Uncommon,$0.42
Liberated Slaves,Foil,Common,$0.15
Principled Outlaw,Foil,Common,$0.26
Qi'ra - Playing Her Part,Foil,Rare,$1.59
Zorii Bliss - Valiant Smuggler,Foil,Rare,$0.94
Millennium Falcon - Lando's Pride,Foil,Uncommon,$0.76
Let the Wookiee Win,Foil,Rare,$1.07
Spare the Target,Foil,Uncommon,$0.31
A New Adventure,Foil,Uncommon,$0.96
Final Showdown,Foil,Legendary,$9.05
Criminal Muscle,Foil,Common,$0.17
Cloud-Rider,Foil,Common,$0.15
Fugitive Wookiee,Foil,Common,$1.43
Privateer Scyk,Foil,Common,$0.20
DJ - Blatant Thief,Foil,Legendary,$15.25
Frontier Trader,Foil,Common,$0.11
Smuggler's Starfighter,Foil,Common,$0.55
Chain Code Collector,Foil,Common,$0.07
Tobias Beckett - I Trust No One,Foil,Rare,$2.01
Resourceful Pursuers,Foil,Common,$0.24
Enfys Nest - Marauder,Foil,Uncommon,$0.55
Fennec Shand - Loyal Sharpshooter,Foil,Uncommon,$0.89
Wanted,Foil,Common,$0.49
Enticing Reward,Foil,Uncommon,$0.28
Boba Fett's Armor,Foil,Rare,$3.59
Jetpack,Foil,Uncommon,$0.71
Unrefusable Offer,Foil,Rare,$0.90
Look the Other Way,Foil,Common,$0.13
Bounty Posting,Foil,Uncommon,$1.17
Ma Klounkee,Foil,Common,$0.42
Swoop Down,Foil,Rare,$2.88
Surprise Strike,Foil,Common,$0.14
Relentless Pursuit,Foil,Common,$0.52
Evacuate,Foil,Legendary,$11.92
Ruthless Assassin,Foil,Common,$0.25
Black Sun Starfighter,Foil,Common,$0.22
Toro Calican - Ambitious Upstart,Foil,Uncommon,$0.22
Hutt's Henchmen,Foil,Common,$0.18
Kragan Gorr - Warbird Captain,Foil,Rare,$0.65
Altering the Deal,Foil,Rare,$0.85
No Bargain,Foil,Common,$0.14
Grey Squadron Y-Wing,Foil,Common,$0.23
Protector of the Throne,Foil,Common,$0.36
Tech - Source of Insight,Foil,Rare,$2.78
Wookiee Warrior,Foil,Common,$0.16
Tarfful - Kashyyyk Chieftain,Foil,Rare,$1.02
Smuggler's Aid,Foil,Common,$0.09
This Is The Way,Foil,Uncommon,$0.23
Bounty Guild Initiate,Foil,Common,$0.14
Lady Proxima - White Worm Matriarch,Foil,Uncommon,$0.69
Mercenary Gunship,Foil,Uncommon,$0.37
Underworld Thug,Foil,Common,$0.07
Mandalorian Warrior,Foil,Common,$0.47
Twin Pod Cloud Car,Foil,Common,$0.17
Street Gang Recruiter,Foil,Common,$0.19
Rich Reward,Foil,Common,$0.21
Gar Saxon - Viceroy of Mandalore (Showcase),Foil,Common,$250.05
Qi'ra - I Alone Survived (Showcase),Foil,Rare,$353.74
Finn - This is a Rescue (Showcase),Foil,Rare,$170.11
Rey - More Than a Scavenger (Showcase),Foil,Common,$466.57
Hondo Ohnaka - That's Good Business (Showcase),Foil,Common,$293.64
Jabba the Hutt - His High Exaltedness (Showcase),Foil,Rare,$456.07
Boba Fett - Daimyo (Showcase),Foil,Common,$387.23
Hunter - Outcast Sergeant (Showcase),Foil,Rare,$219.27
Bossk - Hunting His Prey (Showcase),Foil,Common,$324.90
Kylo Ren - Rash and Deadly (Showcase),Foil,Rare,$453.23
Bo-Katan Kryze - Princess in Exile (Showcase),Foil,Rare,$374.69
Han Solo - Worth the Risk (Showcase),Foil,Common,$372.68
Cad Bane - He Who Needs No Introduction (Showcase),Foil,Common,$413.84
Doctor Aphra - Rapacious Archaeologist (Showcase),Foil,Rare,$211.32
Fennec Shand - Honoring the Deal (Showcase),Foil,Common,$279.00
Lando Calrissian - With Impeccable Taste (Showcase),Foil,Rare,$376.32
Hylobon Enforcer (Hyperspace),Foil,Common,$1.16
Doctor Pershing - Experimenting With Life (Hyperspace),Foil,Rare,$14.26
Pyke Sentinel (Hyperspace),Foil,Common,$2.34
The Client - Dictated by Discretion (Hyperspace),Foil,Uncommon,$5.66
Lom Pyke - Dealer in Truths (Hyperspace),Foil,Rare,$13.77
Synara San - Loyal to Kragan (Hyperspace),Foil,Uncommon,$1.14
Supercommando Squad (Hyperspace),Foil,Common,$1.61
Clan Saxon Gauntlet (Hyperspace),Foil,Uncommon,$1.55
First Light - Headquarters of the Crimson Dawn (Hyperspace),Foil,Rare,$20.45
Supreme Leader Snoke - Shadow Ruler (Hyperspace),Foil,Legendary,$55.65
Brutal Traditions (Hyperspace),Foil,Uncommon,$2.54
Clan Wren Rescuer (Hyperspace),Foil,Common,$1.95
Kuiil - I Have Spoken (Hyperspace),Foil,Uncommon,$6.87
Concord Dawn Interceptors (Hyperspace),Foil,Uncommon,$5.52
Village Protectors (Hyperspace),Foil,Common,$1.25
Rose Tico - Dedicated to the Cause (Hyperspace),Foil,Uncommon,$3.28
Rey - Keeping the Past (Hyperspace),Foil,Legendary,$70.15
The Armorer - Survival Is Strength (Hyperspace),Foil,Uncommon,$4.99
Gentle Giant (Hyperspace),Foil,Common,$1.12
"The Mandalorian - Wherever I Go, He Goes (Hyperspace)",Foil,Legendary,$110.47
Mystic Reflection (Hyperspace),Foil,Rare,$11.86
Sugi - Hired Guardian (Hyperspace),Foil,Rare,$8.77
Second Chance (Hyperspace),Foil,Legendary,$29.97
Midnight Repairs (Hyperspace),Foil,Uncommon,$0.50
Moisture Farmer (Hyperspace),Foil,Common,$1.11
Follower of the Way (Hyperspace),Foil,Common,$2.35
Rickety Quadjumper (Hyperspace),Foil,Common,$1.30
Val - Loyal to the End (Hyperspace),Foil,Rare,$6.49
Embo - Stoic and Resolute (Hyperspace),Foil,Uncommon,$3.81
HWK-290 Freighter (Hyperspace),Foil,Common,$0.74
Wroshyr Tree Tender (Hyperspace),Foil,Common,$1.60
Niima Outpost Constables (Hyperspace),Foil,Common,$0.92
Survivors' Gauntlet (Hyperspace),Foil,Rare,$12.13
Vigilant Pursuit Craft (Hyperspace),Foil,Common,$0.78
Cargo Juggernaut (Hyperspace),Foil,Common,$1.00
Fenn Rau - Protector of Concord Dawn (Hyperspace),Foil,Uncommon,$9.37
Public Enemy (Hyperspace),Foil,Common,$0.72
Foundling (Hyperspace),Foil,Common,$0.77
Top Target (Hyperspace),Foil,Uncommon,$3.85
Imprisoned (Hyperspace),Foil,Rare,$13.76
Mandalorian Armor (Hyperspace),Foil,Rare,$49.42
Vambrace Grappleshot (Hyperspace),Foil,Common,$16.61
Covert Strength (Hyperspace),Foil,Common,$3.85
Unexpected Escape (Hyperspace),Foil,Uncommon,$2.59
Evidence of the Crime (Hyperspace),Foil,Rare,$5.11
Fell the Dragon (Hyperspace),Foil,Uncommon,$5.39
Rival's Fall (Hyperspace),Foil,Common,$6.00
Salacious Crumb - Obnoxious Pet (Hyperspace),Foil,Uncommon,$8.16
Outland TIE Vanguard (Hyperspace),Foil,Common,$1.95
Warbird Stowaway (Hyperspace),Foil,Common,$0.73
Crosshair - Following Orders (Hyperspace),Foil,Uncommon,$6.36
Ephant Mon - Head of Security (Hyperspace),Foil,Rare,$6.31
Pirate Battle Tank (Hyperspace),Foil,Common,$1.42
Maul - Shadow Collective Visionary (Hyperspace),Foil,Rare,$59.09
Jabba's Rancor - Pateesa (Hyperspace),Foil,Uncommon,$10.16
Finalizer - Might of the First Order (Hyperspace),Foil,Legendary,$38.43
Remnant Reserves (Hyperspace),Foil,Uncommon,$2.79
Palpatine's Return (Hyperspace),Foil,Rare,$13.57
Clone Deserter (Hyperspace),Foil,Common,$5.16
Maz Kanata - Pirate Queen (Hyperspace),Foil,Rare,$8.89
Freetown Backup (Hyperspace),Foil,Uncommon,$1.04
Sundari Peacekeeper (Hyperspace),Foil,Uncommon,$6.05
Echo - Restored (Hyperspace),Foil,Uncommon,$4.03
Modded Cohort (Hyperspace),Foil,Common,$1.36
Adelphi Patrol Wing (Hyperspace),Foil,Common,$1.91
The Marauder - Shuttling the Bad Batch (Hyperspace),Foil,Rare,$17.48
General Rieekan - Defensive Strategist (Hyperspace),Foil,Rare,$10.00
Inspiring Mentor (Hyperspace),Foil,Rare,$10.63
Spark of Hope (Hyperspace),Foil,Uncommon,$4.59
Enterprising Lackeys (Hyperspace),Foil,Rare,$8.75
Enforced Loyalty (Hyperspace),Foil,Uncommon,$2.43
Endless Legions (Hyperspace),Foil,Legendary,$47.97
Warzone Lieutenant (Hyperspace),Foil,Common,$1.42
Collections Starhopper (Hyperspace),Foil,Common,$0.89
Gamorrean Retainer (Hyperspace),Foil,Common,$1.54
Privateer Crew (Hyperspace),Foil,Uncommon,$1.18
Scanning Officer (Hyperspace),Foil,Uncommon,$2.77
Cobb Vanth - The Marshal (Hyperspace),Foil,Rare,$18.52
Outlaw Corona (Hyperspace),Foil,Common,$1.09
Reputable Hunter (Hyperspace),Foil,Common,$1.24
Kihraxz Heavy Fighter (Hyperspace),Foil,Uncommon,$5.86
Weequay Pirate Gang (Hyperspace),Foil,Common,$2.84
Discerning Veteran (Hyperspace),Foil,Common,$1.16
Mercenary Company (Hyperspace),Foil,Common,$2.02
Arquitens Assault Cruiser (Hyperspace),Foil,Rare,$14.22
Bounty Hunter's Quarry (Hyperspace),Foil,Uncommon,$7.64
Legal Authority (Hyperspace),Foil,Rare,$6.21
Price on Your Head (Hyperspace),Foil,Common,$1.80
The Darksaber (Hyperspace),Foil,Legendary,$112.74
Commission (Hyperspace),Foil,Uncommon,$0.94
Outflank (Hyperspace),Foil,Common,$1.33
Timely Intervention (Hyperspace),Foil,Common,$4.98
Moment of Glory (Hyperspace),Foil,Common,$1.39
Take Captive (Hyperspace),Foil,Common,$1.29
Choose Sides (Hyperspace),Foil,Rare,$8.44
Dengar - The Demolisher (Hyperspace),Foil,Uncommon,$4.40
Guavian Antagonizer (Hyperspace),Foil,Common,$2.89
Kylo's TIE Silencer - Ruthlessly Efficient (Hyperspace),Foil,Legendary,$50.90
Death Watch Loyalist (Hyperspace),Foil,Common,$2.42
Punishing One - Dengar's Jumpmaster (Hyperspace),Foil,Uncommon,$3.39
Jango Fett - Renowned Bounty Hunter (Hyperspace),Foil,Rare,$26.43
Krrsantan - Muscle for Hire (Hyperspace),Foil,Uncommon,$6.55
Trandoshan Hunters (Hyperspace),Foil,Common,$1.01
Kylo Ren - Killing the Past (Hyperspace),Foil,Legendary,$85.53
Pre Vizsla - Power Hungry (Hyperspace),Foil,Rare,$14.75
Give In to Your Anger (Hyperspace),Foil,Rare,$12.78
Headhunting (Hyperspace),Foil,Uncommon,$4.56
Heroic Renegade (Hyperspace),Foil,Common,$1.03
Ketsu Onyo - Old Friend (Hyperspace),Foil,Uncommon,$5.42
Cassian Andor - Rebellions Are Built On Hope (Hyperspace),Foil,Uncommon,$7.25
Nite Owl Skirmisher (Hyperspace),Foil,Common,$0.86
Koska Reeves - Loyal Nite Owl (Hyperspace),Foil,Rare,$9.88
Valiant Assault Ship (Hyperspace),Foil,Uncommon,$2.42
Desperado Freighter (Hyperspace),Foil,Common,$1.80
Poe Dameron - Quick to Improvise (Hyperspace),Foil,Legendary,$102.99
Wrecker - BOOM! (Hyperspace),Foil,Rare,$32.74
Heroic Resolve (Hyperspace),Foil,Rare,$9.38
Cripple Authority (Hyperspace),Foil,Uncommon,$1.93
Bo-Katan Kryze - Fighting For Mandalore (Hyperspace),Foil,Uncommon,$4.49
Wild Rancor (Hyperspace),Foil,Rare,$11.00
The Chaos of War (Hyperspace),Foil,Rare,$12.50
Reckless Gunslinger (Hyperspace),Foil,Common,$3.77
House Kast Soldier (Hyperspace),Foil,Common,$1.10
Migs Mayfeld - Triggerman (Hyperspace),Foil,Rare,$30.00
Rhokai Gunship (Hyperspace),Foil,Common,$1.11
Unlicensed Headhunter (Hyperspace),Foil,Uncommon,$2.32
Disabling Fang Fighter (Hyperspace),Foil,Common,$0.96
Wanted Insurgents (Hyperspace),Foil,Common,$0.74
Hunting Nexu (Hyperspace),Foil,Common,$1.85
Clan Challengers (Hyperspace),Foil,Common,$2.18
IG-11 - I Cannot Be Captured (Hyperspace),Foil,Uncommon,$4.21
Covetous Rivals (Hyperspace),Foil,Common,$1.10
Krayt Dragon (Hyperspace),Foil,Legendary,$101.34
Guild Target (Hyperspace),Foil,Uncommon,$3.05
Hotshot DL-44 Blaster (Hyperspace),Foil,Rare,$24.16
Armed to the Teeth (Hyperspace),Foil,Uncommon,$4.15
Death Mark (Hyperspace),Foil,Common,$1.21
Vambrace Flamethrower (Hyperspace),Foil,Rare,$5.69
Daring Raid (Hyperspace),Foil,Common,$2.89
Desperate Attack (Hyperspace),Foil,Common,$0.76
Detention Block Rescue (Hyperspace),Foil,Common,$1.47
Pillage (Hyperspace),Foil,Common,$3.89
Bravado (Hyperspace),Foil,Uncommon,$1.87
Kintan Intimidator (Hyperspace),Foil,Common,$1.14
Bazine Netal - Spy for the First Order (Hyperspace),Foil,Rare,$16.18
Doctor Evazan - Wanted on Twelve Systems (Hyperspace),Foil,Rare,$9.45
Hunter of the Haxion Brood (Hyperspace),Foil,Common,$1.27
Lurking TIE Phantom (Hyperspace),Foil,Uncommon,$15.62
4-LOM - Bounty Hunter for Hire (Hyperspace),Foil,Uncommon,$7.21
Slaver's Freighter (Hyperspace),Foil,Common,$0.96
Zuckuss - Bounty Hunter for Hire (Hyperspace),Foil,Uncommon,$9.08
Dryden Vos - Offering No Escape (Hyperspace),Foil,Legendary,$28.39
Frozen in Carbonite (Hyperspace),Foil,Uncommon,$5.70
Triple Dark Raid (Hyperspace),Foil,Rare,$16.61
Cartel Turncoat (Hyperspace),Foil,Common,$1.91
L3-37 - Droid Revolutionary (Hyperspace),Foil,Uncommon,$9.17
Omega - Part of the Squad (Hyperspace),Foil,Rare,$18.92
Coruscant Dissident (Hyperspace),Foil,Uncommon,$2.99
Liberated Slaves (Hyperspace),Foil,Common,$0.25
Principled Outlaw (Hyperspace),Foil,Common,$1.95
Qi'ra - Playing Her Part (Hyperspace),Foil,Rare,$14.27
Zorii Bliss - Valiant Smuggler (Hyperspace),Foil,Rare,$6.07
Millennium Falcon - Lando's Pride (Hyperspace),Foil,Uncommon,$3.66
Let the Wookiee Win (Hyperspace),Foil,Rare,$6.99
Spare the Target (Hyperspace),Foil,Uncommon,$2.99
A New Adventure (Hyperspace),Foil,Uncommon,$8.88
Final Showdown (Hyperspace),Foil,Legendary,$20.17
Criminal Muscle (Hyperspace),Foil,Common,$1.33
Cloud-Rider (Hyperspace),Foil,Common,$2.03
Fugitive Wookiee (Hyperspace),Foil,Common,$0.86
Privateer Scyk (Hyperspace),Foil,Common,$1.06
DJ - Blatant Thief (Hyperspace),Foil,Legendary,$33.03
Frontier Trader (Hyperspace),Foil,Common,$0.91
Smuggler's Starfighter (Hyperspace),Foil,Common,$1.53
Chain Code Collector (Hyperspace),Foil,Common,$1.31
Tobias Beckett - I Trust No One (Hyperspace),Foil,Rare,$5.00
Resourceful Pursuers (Hyperspace),Foil,Common,$0.40
Enfys Nest - Marauder (Hyperspace),Foil,Uncommon,$3.69
Fennec Shand - Loyal Sharpshooter (Hyperspace),Foil,Uncommon,$7.17
Wanted (Hyperspace),Foil,Common,$1.82
Enticing Reward (Hyperspace),Foil,Uncommon,$7.58
Boba Fett's Armor (Hyperspace),Foil,Rare,$26.00
Jetpack (Hyperspace),Foil,Uncommon,$19.92
Look the Other Way (Hyperspace),Foil,Common,$0.76
Bounty Posting (Hyperspace),Foil,Uncommon,$2.54
Ma Klounkee (Hyperspace),Foil,Common,$3.89
Swoop Down (Hyperspace),Foil,Rare,$8.36
Surprise Strike (Hyperspace),Foil,Common,$4.01
Relentless Pursuit (Hyperspace),Foil,Common,$1.09
Evacuate (Hyperspace),Foil,Legendary,$42.85
Ruthless Assassin (Hyperspace),Foil,Common,$0.74
Black Sun Starfighter (Hyperspace),Foil,Common,$1.96
Toro Calican - Ambitious Upstart (Hyperspace),Foil,Uncommon,$7.10
Hutt's Henchmen (Hyperspace),Foil,Common,$0.61
Kragan Gorr - Warbird Captain (Hyperspace),Foil,Rare,$5.79
Altering the Deal (Hyperspace),Foil,Rare,$1.58
No Bargain (Hyperspace),Foil,Common,$0.53
Grey Squadron Y-Wing (Hyperspace),Foil,Common,$2.10
Protector of the Throne (Hyperspace),Foil,Common,$2.30
Tech - Source of Insight (Hyperspace),Foil,Rare,$28.92
Wookiee Warrior (Hyperspace),Foil,Common,$3.07
Tarfful - Kashyyyk Chieftain (Hyperspace),Foil,Rare,$11.09
Smuggler's Aid (Hyperspace),Foil,Common,$1.01
This Is The Way (Hyperspace),Foil,Uncommon,$15.56
Bounty Guild Initiate (Hyperspace),Foil,Common,$0.89
Lady Proxima - White Worm Matriarch (Hyperspace),Foil,Uncommon,$2.83
Mercenary Gunship (Hyperspace),Foil,Uncommon,$2.95
Underworld Thug (Hyperspace),Foil,Common,$0.43
Mandalorian Warrior (Hyperspace),Foil,Common,$1.50
Twin Pod Cloud Car (Hyperspace),Foil,Common,$0.74
Street Gang Recruiter (Hyperspace),Foil,Common,$0.61
Rich Reward (Hyperspace),Foil,Common,$0.81
Gar Saxon - Viceroy of Mandalore,Normal,Common,$0.10
Qi'ra - I Alone Survived,Normal,Rare,$0.19
Finn - This is a Rescue,Normal,Rare,$0.16
Rey - More Than a Scavenger,Normal,Common,$0.13
Hondo Ohnaka - That's Good Business,Normal,Common,$0.10
Jabba the Hutt - His High Exaltedness,Normal,Rare,$0.25
Boba Fett - Daimyo,Normal,Common,$0.11
Hunter - Outcast Sergeant,Normal,Rare,$0.32
Bossk - Hunting His Prey,Normal,Common,$0.11
Kylo Ren - Rash and Deadly,Normal,Rare,$0.22
Bo-Katan Kryze - Princess in Exile,Normal,Rare,$0.16
Han Solo - Worth the Risk,Normal,Common,$0.12
Cad Bane - He Who Needs No Introduction,Normal,Common,$0.10
Doctor Aphra - Rapacious Archaeologist,Normal,Rare,$0.15
Fennec Shand - Honoring the Deal,Normal,Common,$0.08
Lando Calrissian - With Impeccable Taste,Normal,Rare,$0.16
Remnant Science Facility // Experience,Normal,Common,$0.05
Remnant Science Facility // Shield,Normal,Common,$0.07
Remote Village // Experience,Normal,Common,$0.09
Remote Village // Shield,Normal,Common,$0.05
Maz Kanata's Castle // Experience,Normal,Common,$0.08
Maz Kanata's Castle // Shield,Normal,Common,$0.06
Nevarro City // Experience,Normal,Common,$0.03
Nevarro City // Shield,Normal,Common,$0.10
Death Watch Hideout // Experience,Normal,Common,$0.06
Death Watch Hideout // Shield,Normal,Common,$0.12
Spice Mines // Experience,Normal,Common,$0.08
Spice Mines // Shield,Normal,Common,$0.09
Coronet City // Experience,Normal,Common,$0.12
Coronet City // Shield,Normal,Common,$0.05
Jabba's Palace // Experience,Normal,Common,$0.10
Jabba's Palace // Shield,Normal,Common,$0.13
Hylobon Enforcer,Normal,Common,$0.06
Doctor Pershing - Experimenting With Life,Normal,Rare,$0.47
Pyke Sentinel,Normal,Common,$0.07
The Client - Dictated by Discretion,Normal,Uncommon,$0.21
Lom Pyke - Dealer in Truths,Normal,Rare,$0.54
Synara San - Loyal to Kragan,Normal,Uncommon,$0.15
Supercommando Squad,Normal,Common,$0.08
Clan Saxon Gauntlet,Normal,Uncommon,$0.13
First Light - Headquarters of the Crimson Dawn,Normal,Rare,$0.94
Supreme Leader Snoke - Shadow Ruler,Normal,Legendary,$23.32
Brutal Traditions,Normal,Uncommon,$0.13
Clan Wren Rescuer,Normal,Common,$0.06
Kuiil - I Have Spoken,Normal,Uncommon,$0.13
Concord Dawn Interceptors,Normal,Uncommon,$0.25
Village Protectors,Normal,Common,$0.08
Rose Tico - Dedicated to the Cause,Normal,Uncommon,$0.13
Rey - Keeping the Past,Normal,Legendary,$16.68
