Product Name,Printing,Rarity,Market Price
Krayt Dragon,Foil,Legendary,$49.83
Poe Dameron - Quick to Improvise,Normal,Legendary,$49.53
The Darksaber (Hyperspace),Normal,Legendary,$49.29
Krayt Dragon,Normal,Legendary,$46.03
Poe Dameron - Quick to Improvise,Normal,Legendary,$45.74
Poe Dameron - Quick to Improvise,Normal,Legendary,$44.95
Krayt Dragon,Normal,Legendary,$44.93
Krayt Dragon,Foil,Legendary,$44.15
The Darksaber,Foil,Legendary,$44.11
Endless Legions (Hyperspace),Foil,Legendary,$43.02
The Darksaber,Normal,Legendary,$41.57
Evacuate (Hyperspace),Foil,Legendary,$39.80
The Darksaber,Normal,Legendary,$39.05
Evacuate (Hyperspace),Foil,Legendary,$38.04
Finalizer - Might of the First Order (Hyperspace),Foil,Legendary,$37.81
DJ - Blatant Thief (Hyperspace),Foil,Legendary,$37.00
Tech - Source of Insight (Hyperspace),Foil,Rare,$35.97
Kylo's TIE Silencer - Ruthlessly Efficient (Hyperspace),Normal,Legendary,$35.50
Supreme Leader Snoke - Shadow Ruler (Hyperspace),Normal,Legendary,$35.00
Rule With Respect (Hyperspace),Foil,Legendary,$34.95
Wrecker - BOOM! (Hyperspace),Foil,Rare,$34.78
Rey - Keeping the Past (Hyperspace),Normal,Legendary,$33.80
Kylo's TIE Silencer - Ruthlessly Efficient (Hyperspace),Normal,Legendary,$33.70
DJ - Blatant Thief (Hyperspace),Foil,Legendary,$33.45
"The Mandalorian - Wherever I Go, He Goes (Hyperspace)",Normal,Legendary,$33.06
Supreme Leader Snoke - Shadow Ruler (Hyperspace),Normal,Legendary,$33.03
Rey - Keeping the Past (Hyperspace),Normal,Legendary,$32.97
Mandalorian Armor (Hyperspace),Foil,Rare,$29.87
Kylo's TIE Silencer - Ruthlessly Efficient,Foil,Legendary,$29.73
Kylo's TIE Silencer - Ruthlessly Efficient,Normal,Legendary,$29.00
Tech - Source of Insight (Hyperspace),Foil,Rare,$28.86
Dryden Vos - Offering No Escape (Hyperspace),Foil,Legendary,$28.68
Second Chance (Hyperspace),Foil,Legendary,$28.19
Kylo's TIE Silencer - Ruthlessly Efficient,Normal,Legendary,$27.81
Maul - Shadow Collective Visionary (Hyperspace),Normal,Rare,$26.65
Kylo Ren - Killing the Past (Hyperspace),Normal,Legendary,$26.60
Boba Fett's Armor (Hyperspace),Foil,Rare,$26.09
Jango Fett - Renowned Bounty Hunter (Hyperspace),Foil,Rare,$26.02
Maul - Shadow Collective Visionary (Hyperspace),Normal,Rare,$26.00
Migs Mayfeld - Triggerman (Hyperspace),Foil,Rare,$25.94
"The Mandalorian - Wherever I Go, He Goes",Foil,Legendary,$25.22
Supreme Leader Snoke - Shadow Ruler,Foil,Legendary,$24.93
Hotshot DL-44 Blaster (Hyperspace),Foil,Rare,$24.12
DJ - Blatant Thief (Hyperspace),Normal,Legendary,$22.00
Supreme Leader Snoke - Shadow Ruler,Normal,Legendary,$21.97
"The Mandalorian - Wherever I Go, He Goes",Normal,Legendary,$21.49
Supreme Leader Snoke - Shadow Ruler,Normal,Legendary,$21.12
DJ - Blatant Thief (Hyperspace),Normal,Legendary,$20.85
Evacuate (Hyperspace),Normal,Legendary,$20.27
Final Showdown (Hyperspace),Foil,Legendary,$20.10
Kylo's TIE Silencer - Ruthlessly Efficient,Foil,Legendary,$20.00
"The Mandalorian - Wherever I Go, He Goes",Normal,Legendary,$19.96
First Light - Headquarters of the Crimson Dawn (Hyperspace),Foil,Rare,$19.70
Supreme Leader Snoke - Shadow Ruler,Normal,Legendary,$19.32
Chewbacca - Pykesbane (Hyperspace),Foil,Rare,$18.70
Wrecker - BOOM! (Hyperspace),Foil,Rare,$18.50
Kylo Ren - Killing the Past,Foil,Legendary,$18.45
Wrecker - BOOM! (Hyperspace),Normal,Rare,$18.44
Kylo Ren - Killing the Past,Foil,Legendary,$17.90
Cobb Vanth - The Marshal (Hyperspace),Foil,Rare,$17.79
Xanadu Blood - Cad Bane's Reward (Hyperspace),Foil,Rare,$17.76
Jetpack (Hyperspace),Foil,Uncommon,$17.66
Rey - Keeping the Past,Foil,Legendary,$17.44
The Marauder - Shuttling the Bad Batch (Hyperspace),Foil,Rare,$17.26
Kylo Ren - Killing the Past,Normal,Legendary,$17.24
Dryden Vos - Offering No Escape (Hyperspace),Normal,Legendary,$17.04
Wrecker - BOOM! (Hyperspace),Normal,Rare,$17.00
Rey - Keeping the Past,Foil,Legendary,$16.99
Triple Dark Raid (Hyperspace),Foil,Rare,$16.57
Zorii Bliss - Valiant Smuggler (Hyperspace),Foil,Rare,$16.50
Kylo Ren - Killing the Past,Normal,Legendary,$16.37
Rey - Keeping the Past,Normal,Legendary,$16.26
Bazine Netal - Spy for the First Order (Hyperspace),Foil,Rare,$15.99
The Marauder - Shuttling the Bad Batch (Hyperspace),Foil,Rare,$15.93
Rey - Keeping the Past,Normal,Legendary,$15.88
Tech - Source of Insight (Hyperspace),Normal,Rare,$15.83
Lurking TIE Phantom (Hyperspace),Foil,Uncommon,$15.32
This Is The Way (Hyperspace),Foil,Uncommon,$15.18
Evacuate (Hyperspace),Normal,Legendary,$15.00
DJ - Blatant Thief,Foil,Legendary,$14.98
Rey - Keeping the Past,Normal,Legendary,$14.95
Pre Vizsla - Power Hungry (Hyperspace),Foil,Rare,$14.75
Maul - Shadow Collective Visionary,Foil,Rare,$14.73
Vambrace Grappleshot (Hyperspace),Foil,Common,$14.73
DJ - Blatant Thief,Normal,Legendary,$14.66
Doctor Pershing - Experimenting With Life (Hyperspace),Foil,Rare,$14.55
Qi'ra - Playing Her Part (Hyperspace),Foil,Rare,$14.20
Omega - Part of the Squad (Hyperspace),Foil,Rare,$14.19
Endless Legions (Hyperspace),Normal,Legendary,$13.82
Imprisoned (Hyperspace),Foil,Rare,$13.76
Arquitens Assault Cruiser (Hyperspace),Foil,Rare,$13.76
Finalizer - Might of the First Order (Hyperspace),Normal,Legendary,$13.60
Palpatine's Return (Hyperspace),Foil,Rare,$13.56
DJ - Blatant Thief,Normal,Legendary,$13.47
Maul - Shadow Collective Visionary,Foil,Rare,$13.39
Second Chance (Hyperspace),Normal,Legendary,$13.15
Maul - Shadow Collective Visionary,Normal,Rare,$12.55
Maul - Shadow Collective Visionary,Normal,Rare,$12.52
Palpatine's Return (Hyperspace),Foil,Rare,$12.50
Kylo's TIE Silencer - Ruthlessly Efficient,Normal,Legendary,$12.48
Dryden Vos - Offering No Escape,Normal,Legendary,$12.41
Give In to Your Anger (Hyperspace),Foil,Rare,$12.20
Fennec Shand - Loyal Sharpshooter (Hyperspace),Foil,Uncommon,$11.94
Evacuate,Foil,Legendary,$11.83
Dryden Vos - Offering No Escape,Foil,Legendary,$11.54
Survivors' Gauntlet (Hyperspace),Foil,Rare,$11.43
Lom Pyke - Dealer in Truths (Hyperspace),Foil,Rare,$11.41
Triple Dark Raid (Hyperspace),Normal,Rare,$11.40
Triple Dark Raid (Hyperspace),Normal,Rare,$11.23
Second Chance (Hyperspace),Normal,Legendary,$10.99
Tarfful - Kashyyyk Chieftain (Hyperspace),Foil,Rare,$10.98
Mystic Reflection (Hyperspace),Foil,Rare,$10.95
Evacuate,Normal,Legendary,$10.86
Final Showdown (Hyperspace),Normal,Legendary,$10.78
Dryden Vos - Offering No Escape,Normal,Legendary,$10.45
Wild Rancor (Hyperspace),Foil,Rare,$10.43
Rule With Respect (Hyperspace),Normal,Legendary,$10.11
Jabba's Rancor - Pateesa (Hyperspace),Foil,Uncommon,$10.02
Pre Vizsla - Power Hungry (Hyperspace),Foil,Rare,$10.00
Jetpack (Hyperspace),Foil,Uncommon,$10.00
The Chaos of War (Hyperspace),Foil,Rare,$9.99
Evacuate,Normal,Legendary,$9.96
Tech - Source of Insight (Hyperspace),Normal,Rare,$9.90
Koska Reeves - Loyal Nite Owl (Hyperspace),Foil,Rare,$9.83
Inspiring Mentor (Hyperspace),Foil,Rare,$9.70
4-LOM - Bounty Hunter for Hire (Hyperspace),Foil,Uncommon,$9.64
Rule with Respect,Foil,Legendary,$9.58
Maz Kanata - Pirate Queen (Hyperspace),Foil,Rare,$9.44
First Light - Headquarters of the Crimson Dawn (Hyperspace),Normal,Rare,$9.37
Fenn Rau - Protector of Concord Dawn (Hyperspace),Foil,Uncommon,$9.31
Xanadu Blood - Cad Bane's Reward (Hyperspace),Normal,Rare,$9.27
Heroic Resolve (Hyperspace),Foil,Rare,$9.04
Clone Deserter (Hyperspace),Foil,Common,$9.00
Final Showdown (Hyperspace),Normal,Legendary,$8.99
Palpatine's Return (Hyperspace),Normal,Rare,$8.92
Doctor Evazan - Wanted on Twelve Systems (Hyperspace),Foil,Rare,$8.91
Hotshot DL-44 Blaster (Hyperspace),Normal,Rare,$8.83
L3-37 - Droid Revolutionary (Hyperspace),Foil,Uncommon,$8.76
Wrecker - Boom!,Foil,Rare,$8.69
Zuckuss - Bounty Hunter for Hire (Hyperspace),Foil,Uncommon,$8.64
Final Showdown,Normal,Legendary,$8.50
Second Chance,Foil,Legendary,$8.47
Maz Kanata - Pirate Queen (Hyperspace),Foil,Rare,$8.45
Bazine Netal - Spy for the First Order (Hyperspace),Normal,Rare,$8.37
Second Chance,Normal,Legendary,$8.34
A New Adventure (Hyperspace),Foil,Uncommon,$8.33
Sugi - Hired Guardian (Hyperspace),Foil,Rare,$8.25
Swoop Down (Hyperspace),Foil,Rare,$8.22
Choose Sides (Hyperspace),Foil,Rare,$8.16
Enterprising Lackeys (Hyperspace),Foil,Rare,$8.13
Salacious Crumb - Obnoxious Pet (Hyperspace),Foil,Uncommon,$8.12
Lurking TIE Phantom (Hyperspace),Normal,Uncommon,$8.03
The Marauder - Shuttling the Bad Batch (Hyperspace),Normal,Rare,$8.02
Boba Fett's Armor (Hyperspace),Normal,Rare,$7.89
Bounty Hunter's Quarry (Hyperspace),Foil,Uncommon,$7.64
Final Showdown,Foil,Legendary,$7.56
Cobb Vanth - The Marshal,Foil,Rare,$7.50
Second Chance,Foil,Legendary,$7.23
Lurking TIE Phantom (Hyperspace),Normal,Uncommon,$7.13
Cassian Andor - Rebellions Are Built On Hope (Hyperspace),Foil,Uncommon,$7.09
Finalizer - Might of the First Order,Normal,Legendary,$7.05
Hotshot DL-44 Blaster (Hyperspace),Normal,Rare,$7.01
Fenn Rau - Protector of Concord Dawn (Hyperspace),Foil,Uncommon,$7.00
Ketsu Onyo - Old Friend (Hyperspace),Foil,Uncommon,$7.00
4-LOM - Bounty Hunter for Hire (Hyperspace),Foil,Uncommon,$6.99
Let the Wookiee Win (Hyperspace),Foil,Rare,$6.99
Wrecker - Boom!,Normal,Rare,$6.92
Endless Legions,Foil,Legendary,$6.85
Pre Vizsla - Power Hungry (Hyperspace),Normal,Rare,$6.83
Chewbacca - Pykesbane (Hyperspace),Normal,Rare,$6.77
Ruthlessness (Hyperspace),Foil,Rare,$6.77
Stolen Landspeeder (Hyperspace),Foil,Rare,$6.76
Finalizer - Might of the First Order,Foil,Legendary,$6.75
Wrecker - Boom!,Normal,Rare,$6.75
Endless Legions,Foil,Legendary,$6.70
Mandalorian Armor (Hyperspace),Normal,Rare,$6.64
Fennec Shand - Loyal Sharpshooter (Hyperspace),Foil,Uncommon,$6.63
Finalizer - Might of the First Order,Foil,Legendary,$6.50
Final Showdown,Normal,Legendary,$6.47
Lom Pyke - Dealer in Truths (Hyperspace),Normal,Rare,$6.45
Val - Loyal to the End (Hyperspace),Foil,Rare,$6.42
Crosshair - Following Orders (Hyperspace),Foil,Uncommon,$6.37
Krrsantan - Muscle for Hire (Hyperspace),Foil,Uncommon,$6.27
Final Showdown,Normal,Legendary,$6.07
Tarfful - Kashyyyk Chieftain (Hyperspace),Normal,Rare,$6.04
Toro Calican - Ambitious Upstart (Hyperspace),Foil,Uncommon,$6.01
First Light - Headquarters of the Crimson Dawn (Hyperspace),Normal,Rare,$6.00
Sundari Peacekeeper (Hyperspace),Foil,Uncommon,$5.96
Ephant Mon - Head of Security (Hyperspace),Foil,Rare,$5.93
Second Chance,Normal,Legendary,$5.90
Kihraxz Heavy Fighter (Hyperspace),Foil,Uncommon,$5.85
Rule with Respect,Normal,Legendary,$5.84
Jango Fett - Renowned Bounty Hunter (Hyperspace),Normal,Rare,$5.81
Second Chance,Normal,Legendary,$5.77
Frozen in Carbonite (Hyperspace),Foil,Uncommon,$5.77
Spark of Hope (Hyperspace),Foil,Uncommon,$5.75
Palpatine's Return (Hyperspace),Normal,Rare,$5.73
Kuiil - I Have Spoken (Hyperspace),Foil,Uncommon,$5.72
Enticing Reward (Hyperspace),Foil,Uncommon,$5.72
Qi'ra - Playing Her Part (Hyperspace),Normal,Rare,$5.66
Legal Authority (Hyperspace),Foil,Rare,$5.63
Migs Mayfeld - Triggerman (Hyperspace),Normal,Rare,$5.59
Choose Sides (Hyperspace),Normal,Rare,$5.56
Finalizer - Might of the First Order,Normal,Legendary,$5.55
Rival's Fall (Hyperspace),Foil,Common,$5.54
Zorii Bliss - Valiant Smuggler (Hyperspace),Foil,Rare,$5.50
General Rieekan - Defensive Strategist (Hyperspace),Foil,Rare,$5.49
Rule with Respect,Normal,Legendary,$5.43
Vambrace Flamethrower (Hyperspace),Foil,Rare,$5.43
Swoop Down (Hyperspace),Normal,Rare,$5.31
Ketsu Onyo - Old Friend (Hyperspace),Foil,Uncommon,$5.19
Kragan Gorr - Warbird Captain (Hyperspace),Foil,Rare,$5.19
Mystic Reflection (Hyperspace),Normal,Rare,$5.14
Evidence of the Crime (Hyperspace),Foil,Rare,$5.11
Endless Legions,Normal,Legendary,$5.09
Koska Reeves - Loyal Nite Owl,Foil,Rare,$5.00
Timely Intervention (Hyperspace),Foil,Common,$5.00
Final Showdown,Normal,Legendary,$4.99
Omega - Part of the Squad (Hyperspace),Normal,Rare,$4.99
Bazine Netal - Spy for the First Order (Hyperspace),Normal,Rare,$4.95
The Client - Dictated by Discretion (Hyperspace),Foil,Uncommon,$4.94
Doctor Evazan - Wanted on Twelve Systems (Hyperspace),Normal,Rare,$4.92
Endless Legions,Normal,Legendary,$4.79
Spark of Hope (Hyperspace),Foil,Uncommon,$4.78
Tobias Beckett - I Trust No One (Hyperspace),Normal,Rare,$4.78
Hotshot DL-44 Blaster,Foil,Rare,$4.77
Tobias Beckett - I Trust No One (Hyperspace),Foil,Rare,$4.66
Fell the Dragon (Hyperspace),Foil,Uncommon,$4.64
Boba Fett's Armor,Foil,Rare,$4.60
Clone Deserter (Hyperspace),Foil,Common,$4.60
Triple Dark Raid,Foil,Rare,$4.59
Unrefusable Offer (Hyperspace),Foil,Rare,$4.45
Bazine Netal - Spy for the First Order,Foil,Rare,$4.44
Evidence of the Crime (Hyperspace),Normal,Rare,$4.43
Heroic Resolve (Hyperspace),Normal,Rare,$4.43
Bounty Posting,Foil,Uncommon,$4.39
The Armorer - Survival Is Strength (Hyperspace),Foil,Uncommon,$4.38
Ephant Mon - Head of Security (Hyperspace),Normal,Rare,$4.36
Koska Reeves - Loyal Nite Owl (Hyperspace),Normal,Rare,$4.34
Headhunting (Hyperspace),Foil,Uncommon,$4.33
Legal Authority (Hyperspace),Normal,Rare,$4.28
Triple Dark Raid,Foil,Rare,$4.27
Bo-Katan Kryze - Fighting For Mandalore (Hyperspace),Foil,Uncommon,$4.27
The Chaos of War (Hyperspace),Normal,Rare,$4.24
Dengar - The Demolisher (Hyperspace),Foil,Uncommon,$4.20
Ruthlessness (Hyperspace),Normal,Rare,$4.18
4-LOM - Bounty Hunter for Hire (Hyperspace),Normal,Uncommon,$4.15
General Rieekan - Defensive Strategist (Hyperspace),Normal,Rare,$4.04
Kragan Gorr - Warbird Captain (Hyperspace),Normal,Rare,$4.03
Wrecker - Boom!,Normal,Rare,$4.00
Timely Intervention (Hyperspace),Foil,Common,$4.00
Krrsantan - Muscle for Hire (Hyperspace),Foil,Uncommon,$3.87
IG-11 - I Cannot Be Captured (Hyperspace),Foil,Uncommon,$3.83
Triple Dark Raid,Normal,Rare,$3.82
Pillage (Hyperspace),Foil,Common,$3.76
Armed to the Teeth (Hyperspace),Foil,Uncommon,$3.71
Jango Fett - Renowned Bounty Hunter,Foil,Rare,$3.70
Ma Klounkee (Hyperspace),Foil,Common,$3.70
Millennium Falcon - Lando's Pride (Hyperspace),Foil,Uncommon,$3.69
Top Target (Hyperspace),Foil,Uncommon,$3.68
Doctor Pershing - Experimenting With Life (Hyperspace),Normal,Rare,$3.67
Kragan Gorr - Warbird Captain (Hyperspace),Normal,Rare,$3.66
Enfys Nest - Marauder (Hyperspace),Foil,Uncommon,$3.65
Ma Klounkee (Hyperspace),Foil,Common,$3.57
Boba Fett's Armor,Foil,Rare,$3.55
Reckless Gunslinger (Hyperspace),Foil,Common,$3.52
Vambrace Flamethrower (Hyperspace),Normal,Rare,$3.52
Ephant Mon - Head of Security (Hyperspace),Normal,Rare,$3.50
Unrefusable Offer (Hyperspace),Normal,Rare,$3.47
Hotshot DL-44 Blaster,Normal,Rare,$3.46
4-LOM - Bounty Hunter for Hire (Hyperspace),Normal,Uncommon,$3.37
Triple Dark Raid,Normal,Rare,$3.34
Concord Dawn Interceptors (Hyperspace),Foil,Uncommon,$3.34
Val - Loyal to the End (Hyperspace),Normal,Rare,$3.30
Zorii Bliss - Valiant Smuggler (Hyperspace),Normal,Rare,$3.30
Bazine Netal - Spy for the First Order,Normal,Rare,$3.28
Surprise Strike (Hyperspace),Foil,Common,$3.28
Spark of Hope (Hyperspace),Normal,Uncommon,$3.26
Bazine Netal - Spy for the First Order,Foil,Rare,$3.25
Stolen Landspeeder (Hyperspace),Normal,Rare,$3.25
Bazine Netal - Spy for the First Order,Normal,Rare,$3.20
Arquitens Assault Cruiser (Hyperspace),Normal,Rare,$3.15
Rose Tico - Dedicated to the Cause (Hyperspace),Foil,Uncommon,$3.12
Echo - Restored (Hyperspace),Foil,Uncommon,$3.11
Unrefusable Offer (Hyperspace),Normal,Rare,$3.09
Punishing One - Dengar's Jumpmaster (Hyperspace),Foil,Uncommon,$3.08
Give In to Your Anger (Hyperspace),Normal,Rare,$3.03
Hotshot DL-44 Blaster,Normal,Rare,$3.00
Rival's Fall (Hyperspace),Normal,Common,$2.99
Arquitens Assault Cruiser (Hyperspace),Normal,Rare,$2.95
Guild Target (Hyperspace),Foil,Uncommon,$2.95
Embo - Stoic and Resolute (Hyperspace),Foil,Uncommon,$2.94
Salacious Crumb - Obnoxious Pet (Hyperspace),Normal,Uncommon,$2.92
Survivors' Gauntlet (Hyperspace),Normal,Rare,$2.87
Spare the Target (Hyperspace),Foil,Uncommon,$2.87
Swoop Down,Foil,Rare,$2.81
Lady Proxima - White Worm Matriarch (Hyperspace),Foil,Uncommon,$2.81
Remnant Reserves (Hyperspace),Foil,Uncommon,$2.79
Mercenary Gunship (Hyperspace),Foil,Uncommon,$2.79
Tech - Source of Insight,Foil,Rare,$2.75
Covert Strength (Hyperspace),Foil,Common,$2.75
Daring Raid (Hyperspace),Foil,Common,$2.75
Tech - Source of Insight,Foil,Rare,$2.74
Embo - Stoic and Resolute (Hyperspace),Normal,Uncommon,$2.71
Swoop Down,Normal,Rare,$2.69
Punishing One - Dengar's Jumpmaster (Hyperspace),Foil,Uncommon,$2.68
Coruscant Dissident (Hyperspace),Foil,Uncommon,$2.68
Altering the Deal (Hyperspace),Normal,Rare,$2.67
Weequay Pirate Gang (Hyperspace),Foil,Common,$2.62
Bounty Hunter's Quarry (Hyperspace),Normal,Uncommon,$2.62
Guavian Antagonizer (Hyperspace),Foil,Common,$2.60
Ma Klounkee (Hyperspace),Normal,Common,$2.50
A New Adventure (Hyperspace),Normal,Uncommon,$2.49
Let the Wookiee Win (Hyperspace),Normal,Rare,$2.46
A New Adventure (Hyperspace),Normal,Uncommon,$2.45
Imprisoned (Hyperspace),Normal,Rare,$2.44
Scanning Officer (Hyperspace),Foil,Uncommon,$2.44
Bounty Posting (Hyperspace),Foil,Uncommon,$2.44
Lando Calrissian - With Impeccable Taste (Hyperspace),Normal,Rare,$2.42
Fennec Shand - Loyal Sharpshooter (Hyperspace),Normal,Uncommon,$2.42
Maz Kanata - Pirate Queen (Hyperspace),Normal,Rare,$2.41
Sugi - Hired Guardian (Hyperspace),Normal,Rare,$2.40
Unexpected Escape (Hyperspace),Foil,Uncommon,$2.40
Death Watch Loyalist (Hyperspace),Foil,Common,$2.40
Valiant Assault Ship (Hyperspace),Foil,Uncommon,$2.40
Enterprising Lackeys (Hyperspace),Normal,Rare,$2.38
Enforced Loyalty (Hyperspace),Foil,Uncommon,$2.37
Xanadu Blood - Cad Bane's Reward,Foil,Rare,$2.36
Inspiring Mentor (Hyperspace),Normal,Rare,$2.36
Dengar - The Demolisher (Hyperspace),Normal,Uncommon,$2.36
The Client - Dictated by Discretion (Hyperspace),Normal,Uncommon,$2.33
Cassian Andor - Rebellions Are Built On Hope (Hyperspace),Normal,Uncommon,$2.31
Inspiring Mentor (Hyperspace),Normal,Rare,$2.28
Ketsu Onyo - Old Friend (Hyperspace),Normal,Uncommon,$2.28
Pyke Sentinel (Hyperspace),Foil,Common,$2.26
Cobb Vanth - The Marshal (Hyperspace),Normal,Rare,$2.26
Salacious Crumb - Obnoxious Pet (Hyperspace),Normal,Uncommon,$2.25
Enfys Nest - Marauder (Hyperspace),Normal,Uncommon,$2.22
Brutal Traditions (Hyperspace),Foil,Uncommon,$2.21
Zuckuss - Bounty Hunter for Hire (Hyperspace),Normal,Uncommon,$2.20
Jabba the Hutt - His High Exaltedness (Hyperspace),Normal,Rare,$2.19
Protector of the Throne (Hyperspace),Foil,Common,$2.18
Wookiee Warrior (Hyperspace),Foil,Common,$2.15
Punishing One - Dengar's Jumpmaster (Hyperspace),Normal,Uncommon,$2.13
Rose Tico - Dedicated to the Cause (Hyperspace),Normal,Uncommon,$2.12
Jango Fett - Renowned Bounty Hunter,Normal,Rare,$2.11
Wild Rancor (Hyperspace),Normal,Rare,$2.11
Swoop Down,Foil,Rare,$2.10
Cobb Vanth - The Marshal,Foil,Rare,$2.09
Unlicensed Headhunter (Hyperspace),Foil,Uncommon,$2.09
Jango Fett - Renowned Bounty Hunter,Normal,Rare,$2.08
Jabba the Hutt - His High Exaltedness (Hyperspace),Normal,Rare,$2.08
Cloud-Rider (Hyperspace),Foil,Common,$2.06
Inspiring Mentor,Foil,Rare,$2.02
Boba Fett's Armor,Normal,Rare,$2.01
Clan Challengers (Hyperspace),Foil,Common,$2.01
4-LOM - Bounty Hunter for Hire,Foil,Uncommon,$2.00
Embo - Stoic and Resolute (Hyperspace),Normal,Uncommon,$2.00
L3-37 - Droid Revolutionary (Hyperspace),Normal,Uncommon,$2.00
Enfys Nest - Marauder (Hyperspace),Foil,Uncommon,$2.00
Boba Fett's Armor,Normal,Rare,$1.99
Concord Dawn Interceptors (Hyperspace),Normal,Uncommon,$1.99
Altering the Deal (Hyperspace),Foil,Rare,$1.99
Swoop Down,Normal,Rare,$1.98
Krrsantan - Muscle for Hire (Hyperspace),Normal,Uncommon,$1.96
The Marauder - Shuttling the Bad Batch,Foil,Rare,$1.93
Dengar - The Demolisher (Hyperspace),Normal,Uncommon,$1.91
Principled Outlaw (Hyperspace),Foil,Common,$1.91
Doctor Evazan - Wanted on Twelve Systems,Foil,Rare,$1.89
Tech - Source of Insight,Normal,Rare,$1.89
Fell the Dragon (Hyperspace),Normal,Uncommon,$1.85
Cobb Vanth - The Marshal,Normal,Rare,$1.84
Price on Your Head (Hyperspace),Foil,Common,$1.83
Cripple Authority (Hyperspace),Foil,Uncommon,$1.83
Tobias Beckett - I Trust No One,Foil,Rare,$1.77
Clan Wren Rescuer (Hyperspace),Foil,Common,$1.75
Cartel Turncoat (Hyperspace),Foil,Common,$1.75
Cobb Vanth - The Marshal (Hyperspace),Normal,Rare,$1.73
Tech - Source of Insight,Normal,Rare,$1.72
Hunting Nexu (Hyperspace),Foil,Common,$1.72
Black Sun Starfighter (Hyperspace),Foil,Common,$1.71
Vambrace Flamethrower,Foil,Rare,$1.70
Fenn Rau - Protector of Concord Dawn (Hyperspace),Normal,Uncommon,$1.70
Desperado Freighter (Hyperspace),Foil,Common,$1.70
Wanted (Hyperspace),Foil,Common,$1.70
Scanning Officer (Hyperspace),Normal,Uncommon,$1.69
Bravado (Hyperspace),Foil,Uncommon,$1.69
Palpatine's Return,Normal,Rare,$1.67
The Marauder - Shuttling the Bad Batch,Normal,Rare,$1.66
Grey Squadron Y-Wing (Hyperspace),Foil,Common,$1.65
Chewbacca - Pykesbane,Foil,Rare,$1.64
Koska Reeves - Loyal Nite Owl,Foil,Rare,$1.64
Jabba's Rancor - Pateesa (Hyperspace),Normal,Uncommon,$1.62
Mercenary Company (Hyperspace),Foil,Common,$1.62
Sundari Peacekeeper (Hyperspace),Normal,Uncommon,$1.59
Clan Saxon Gauntlet (Hyperspace),Foil,Uncommon,$1.57
Palpatine's Return,Foil,Rare,$1.56
Xanadu Blood - Cad Bane's Reward,Normal,Rare,$1.55
Mercenary Gunship (Hyperspace),Normal,Uncommon,$1.54
